"","text","category_id","cateory","ethnic"
"439","有没有金阳阿勒阿约家的，年轻后代想学习家谱",3,"culture","Yi"
"440","【彝族】丽江补余家谱经典前言--补余顶务子秋（余子秋） 余子秋：现71岁。解放后丽江小凉山宁蒗县第一位彝族大学生，第一位工科大学生，毕业于昆明工学院，高级工程师，科技英语翻译。丽江市科技局局长退休，主持开发了程海螺旋藻。  先后在上海，重庆，成都，攀枝花等地从事国家机械工程工作。后在宁蒗、丽江，从事行政工作。  40多岁才开始自学彝文，并全部掌握，晚年退休后，编写补余族普，前言中充满彝族经典尔比尔节，精神难能可贵。 大致译文（汉）：希望斯木补余的后代子孙们，要学空中之鸿雁，齐心协力奔前程，要学原中之雀鸟，同起同落不分离。斯木补余的后代子孙们，诚信待家族，家族来尊重，礼貌待姻亲，姻亲来尊重，和谐处邻居，邻里相和谐，真心待朋友，朋友成知己。 大致译文（汉）：孝顺待长辈，长辈在时不孝顺，后悔在后头。姻亲一样尊，族人一样大，家族之间皆平等，相隔十代是族人，相隔五代也族人，无论是贫贱而着麻布者，还是富贵而戴锦绣者，凡是族人皆平等。家族之中有分支，从来没有远和近。不得不养的是牛羊，不得不种的是庄家，不得不靠得是家族，一日欺骗家族人，十年不得族信任。",3,"culture","Yi"
"441","通用彝文字典小程序上线 ， ， ，",4,"language","Yi"
"442","六枝特区彝语？彝族服饰？ 在网上很少看到六枝特区的彝族，那六枝特区的彝语是乌撒彝语还是水西彝语亦或者是盘州地区彝语，服饰呢？主要聚集在那些乡镇？ 可以问一下微博的吉狄尼合，他最清楚。 六枝古代属水西",4,"language","Yi"
"443","求助。 之前我在网上看到纯彝语电影《我的圣途》，感觉很好看，16/17年已经上映了，我在各视频app找不到，请问有没有同胞知道在哪看？ 微信公众号上有 涯悠音乐app里可以看",4,"language","Yi"
"444","一起来学彝语#彝语# 彝族历史源远流长，先祖们在长期的劳动实践中创造出古彝文，数千年薪火相传，而有今日之气象。彝语现为全国七种具有语言和文字的少数民族语言之一，使用人口超过800万人，有6大方言区，5个次方言区。作为世界上最古老的文字之一，彝文起源于什么时代，创立者是谁，祖先们留下了各种动人的传说，各种关于史前时代的叙事性长诗也多有提及，《西南彝志》载“哎君不知年，就看纪年树；哺王不知日，就看纪月石。”表明距今五六千年的哎哺时代，就有彝族先民创造刻画符号和图画文字了。《物始纪略》载：“先贤举奢哲，他来传知识。他是什么人，至尊的大师。他用口来说，阿买妮记录。他说出什么，阿买写什么。写了就成书，书传遍人间。”《尼苏夺节》提到尼什搓创立文字，载：“三千金银花，编成三千字。写在竹片上，编成六本书。六个好伙伴，辛苦了一番，把文前缀创。”大小凉山一带广泛流传的是“毕摩阿史拉则”（ꀘꀋꌠꆿꋒ）创立了文字，贵州西北一带传说彝文是一位叫“吉禄”的老人创造的。彝文初创时期采用象形、会意、指事、形声、假借等方式，逐渐形成了较统一的彝文。笃慕时代“六祖分支”后，彝文跟随各个支系传播到四方。 在漫长的历史长河中，聪明智慧的彝族先民们写下了卷帙浩繁的文献典籍，内容丰富多彩，博大精深。数千年流传下来的诗文如《勒俄特依》、《阿嫫妮惹》、《玛牡特依》、《阿诗玛》等，成为广大彝族同胞认识世界、教育子女的经典，堪称民族智慧的结晶。然而，自秦汉以降，各族群划地而治，颇为封闭，数千年来始终未形成一个统一的彝族政权，加之山川阻隔，分散而居，无法实现“书同文”的文字规范，官方亦不曾有专门机构对彝文进行科学系统的整理。彝族历史上没有开办过彝文学校，民间教学则是互教互学，你传我抄，笔误、异体字层出不穷。各地彝文同源异流，各带浓厚的地域色彩，六大方言区的彝族同胞不能用彝语通话或书面交流，诚为憾事。 解放后，学界曾推出一套拉丁字母式《彝文拼音文字方案》，并在四川彝区试点，后因缺乏群众基础宣告失败。1980年《四川彝文规范方案》经国务院批准后施行，1996年云南省政府批准实行《云南彝文规范方案》，30多年来在彝区得到广泛支持和普及，为彝族文化的传承和弘扬发挥了重要作用。与此同时，丁文江、岭光电、冯元蔚等诸多学者展开对彝文文献的收集、整理、翻译和研究工作，2010年前全国各地收集的彝文古籍就超过16000多册，《西南彝志》、《爨文丛刻》、《指路经》和《彝族毕摩经典译注》等文献得以出版、发行，古老的彝文重新焕发出耀目的光彩。",4,"language","Yi"
"445","彝族普姓是清乾隆特许保留的彝（夷）姓 其意为祖先。今天看了《红河日报》的一篇文章才知道。 然后呢？？？ 为了生活，好久没来了。然后就讲到了“普者黑”之类，记不清了，从陆祖分支说起，主要讲了彝族普姓的源流、分化等等。",3,"culture","Yi"
"446","分享：“天府映像”彝族文化主题复兴号动车组将开进西双版纳！ 分享贴子  “天府映像”彝族文化主题复兴号动车组将开进西双版纳！来自：tieba.baidu.com/p/7685240693",3,"culture","Yi"
"447","凉山随处可见的彝文 凉山彝文普及率算是很广了，西昌街头随处可见彝文，可以说有汉字的地方，旁边就有一排彝文，这样能让自己的民族文字在自己的自治地区随处可见的民族，也没有几个。公交车也是双语言报站，可以说凉山是个相对很多自治州是个有着高度自治的州，今年还推出火车站彝语播报，彝语服务窗口等，想想我们从小就是彝汉双语的一个教学，中国多少民族有着这样想双语教育的想法却没有机会，如果我们语言文字从我们这辈丢失，那我们怪不得任何人，自己不争气就不能怪别人瞧不起你，毕竟你连努力这个想法都没有。有些彝族同胞迫于生活外出务工，在外面学了几句蹩脚的汉语就不肯说彝语了，这是一种不自信甚至不自尊的行为，很多学生说着一口极度蹩脚的四川话，既像四川话又像普通话，难道学校没有教尊严这两个字？ 当你不愿意说彝语的时候，你已经丢弃了自己的脸皮，你自己已经在用自己的身份在践踏 我出生的时候我母亲不断的在教我，阿依   阿莫木古（孩子  叫声妈妈）标志着我是以彝族人的身份出生，我长大时妈妈告诉我，大山的那边住着汉人，要对他们说  你好 凉山彝族外出务工量高的吓人，但是大家有没有发现在外你根本碰不到维族  藏族   蒙古族等这样一些民族，他们生存的环境并不比凉山好，抛开政治因素，我们彝族不会利用自己民族文化优势去制造一些能制造利益的一些产业",4,"language","Yi"
"448","楚雄彝族老领导倡议：是彝族人就要把彝话说起来！ 尊敬的彝族同胞们：你们好！我叫普廷会，是在楚雄巿新村镇五街蔡家村出生的彝家子弟，于1968年4月当兵到部队，从军18年，于1986年6月转业到地方工作，于2010年4月退休。身为彝家子弟，回顾起工作后的几十年，在党和政府的正确领导下，彝族地区的经济社会事业不断的发展，彝族人民生活得到极大的改善，我感到非常的欣慰。但在经济社会发展的过程中，人们没有注意到的一个重要问题，那就是彝族人民的语言文化在逐渐地消失，有很多的年轻人不会说彝话了，特别是散居在各乡镇村委会的彝族村的彝族同胞基本不会讲彝话了，我们到彝族村调研中看不到彝族服饰，听不到彝族语言，这是多么可怕的事啊。有很多人在履历表上民族一栏内填写着彝族，但一点彝族气息都没有了。彝族的标志是什么呢?我的理解主要有三，一是彝族语言；二是彝族服饰；三是彝族习俗。而彝族的语言是最主要的标志。我们彝族的祖先虽然不懂得彝族文字，但彝族的语言确一代代相传下来了，在我巿彝族棸居的乡镇，如：大过口、三街、树苴、新村等乡镇，彝族语言的传承比较好，但也有部分彝族村受汉文化的影响，有的小孩被汉文化同化，也逐步不会讲彝话了。为此、我倡议全体彝族同胞行动起来，来抢救传承彝族语言文化吧。把我们的彝族语言文化一代一代地相传下去，那么如何抢救传承彝族语言文化呢？我提出以下建议，请彝族同胞们在抢救传承彝族语言文化工作中共同研究。 一、要有专门的机构来做此项工作：一是民族宗教局；二是彝族文化传习所；三是彝文化研究会。把三个不同性质的组织机构的资源合理整合，共同做好此项工作。二、要有由民族宗教局或由彝族文化传习所牵头，做好抢救和传承彝族语言文化的规划，规划应明确传承的重点彝族村、重点人群、传承队伍组织、时间、要实现的目标，经费投入等方面的内容。 三、要提高对抢救和传承彝族语言文化紧迫性的认识，利用各种形势加大宣传力度。各民族语言文化的发展是各级党委政府的责任，是保持彝族兴旺发达的重要举措，是关系到一个民族兴衰的大问题。一是有利于彝族语言文化的发展，通过彝族语言文化的传承，使彝族人民在经济社会发展中彝族语言文化得同步发展；二是有利于彝族人民团结和谐。语言是彝族沟通交流的重要方式，通过语言的交流会增进彝族同胞之间亲近感，使彝族同胞在语言交流中不断地増进友谊，更加团结和谐。三是有利于对彝族后代本族语言的学习教育，使彝族人民在党和政府的领导下，与其他民族一道实现民族地区的繁荣和发展。四、全体彝族同胞要积极地行动起来，为抢救和传承彝族语言文化做出自己的一点贡献。会讲彝话的同胞要积极教身边的人讲彝话，不会讲彝话的同胞要主动向会讲彝话的同胞学习，利用各种方式营造学彝话，生活中讲彝话的良好环境。五、要在散居的彝族村中，设立学习彝族语言文化夜校，以本村会讲彝话的人为师，本村一个人都不会讲彝话的村，由外面派人到村教彝话，通过办夜校的办法，来抢救和传承彝族语言文化，也只有常年坚持办夜校的办法，彝族的语言文化才能一代一代地传承下去。六、要加大经费的投入，保证抢救和传承彝族语言文化的经费。巿财政每年安排一定的资金用于彝族语言文化教学费用，对设立彝族语言文化夜校的村和老师给予一定的经费补助，充分调动他们的积极性，使彝族语言文化学习传承常久地坚持下去。最终实现彝族同胞人人都会讲彝话的目标。       以上是我给全体彝族同胞提出的倡议，希望全体彝族同胞都行动起来，为抢救和传承彝族语言文化而努力，为了实现全体彝族同胞人人都会讲彝话的目标而努力吧。 倡议人：普廷会       （倡议人原楚雄市政协主席）        来源：彝乡论坛 给这文章作者点100个赞 这个必须顶一下，大吧",3,"culture","Yi"
"449","彝族冷兵器 彝族铠甲， 彝族战刀",3,"culture","Yi"
"450","关于三星堆，同胞们没有必要盲目跟风，多看点彝族古籍  多看点西南地区出土的文物，大家心里就有底了 ，，，，",3,"culture","Yi"
"451","古滇国出土的武士形象和今天凉山 古滇国出土的武士形象和今天凉山彝族的造型一模一样啊！  确实一模一样。",3,"culture","Yi"
"452","通用彝文球衣 ，， 沙马拉毅先生的功绩不可否认。但是，我一直就是没有想明白，我们有些所谓的诺苏“高层和学者”不知为何？……硬是（顺从和支持）把袓宗创下的优秀表意文字（古彝文），在以新政权设置的小范围（或者区域）为代表，以“大海嘎”（陈士林为首）的思维（当年以凉区地区并受全国广大彝区崇敬的果基宁哈老先生为代表的诺苏智者是反对的）活生生把原本超方言土语的古老彝文（甚至比汉文字还早的古老彝文）干成819个表音符号（这严格意义上就不是文字），这叫自取灭亡（专指文明标记的文字）。我说这话并非危言耸听！以实例为证：世界上曾经盛及一时的玛雅文化，现在玛雅人还在吗？玛雅文化还有吗？古印度在近现代被英帝殖民之后，现在这个古老的帝国还有自己的文明和传统文化吗？就说中华大地上的文明吧！曾经盛及一时的党项人差吗？他们是有自己的语言和文字，现在还有党项人和党项文明（文化）吗？……如果是当年的秦始皇不搞统一汉文字和度量衡，那么请问，还有现在超六大方言大区的汉文字吗？没有文字为基础，那么还有以文字表述形式的度量衡吗？中华还能有现在的这个大家庭吗？如果硬是要说还有这些，那都纯粹叫扯淡！有倒是，想征服一个国家和一个民族，必先断其历史和毁其文化，这才是根本啊！我想问的是，819个符号（所谓的规范彝文），还能象古彝文字一样超方言吗？我看别说北部、南部、东部，就连凉山三个方言土语区都难以清楚的表音表意（如：阿鲁、阿尔），只有超越了方言土语的文字才能表达同一个意思，这就是一种优秀文字的功能。古彝文就是这样，汉文也是这样（正如联合国五常文本最薄是汉文本就说明了这一点，其他的优点更多）。所以，我还在天真并可爱（当然是更可怜）的在想，我们应该还是“不忘初心，并牢记使命”，别把伟大袓先创造的文字毁在我们的手里，更不能可耻的以一己名利即当**又立牌坊，从而把一个伟大民族的优秀文明符号～文字，活生生毁灭在我们手里！如果我们现实的有些文字“学者”要是真的良心发现，那就拜托他及他们以一个民族在体制内还有话语权的角度，不惜以否定曾经的自我，老老实实的承认历史传统，立足现实并展望未来，为这个曾经伟大的民族做点让伟大的祖先还能认可、让后生必须接受的实事。而不是再去搞那些文化自乱、文明自毁的事                                ——引自贵州一厅级领导语录 鱼骨文",3,"culture","Yi"
"453","彝族铠甲与战刀 彝甲是皮甲中的巅峰之作，防护性能还是颜值兼备。我们都知道高级的皮甲制造成本是大于铁甲的，防护性能也比锁子甲强。没有最好的武器，只有最合适的武器。彝族历史上以皮甲为主，而不是笨重的铁甲，是因地制宜的结果，西南云贵高原多山地，彝族的战场主要是山地作战，皮甲轻盈是最适合山地作战的铠甲。历史上彝族皮甲与中原铁甲的一次对决南诏与唐的天宝之战，身穿皮甲的南诏军在苍山大败披铁甲的唐军就是经典战例。， 彝族战马铠甲 技术成熟的皮甲一般是用多层皮革压制成甲片，再打孔刷漆用绳线连接起来。重型皮甲其防御力水平不亚于铁甲，而且制作成本高，需要皮革和树漆，工艺复杂，制作周期长，又保养麻烦。所以如汉族汉代之所以用铁甲取代皮甲就是因为铁甲成本比皮甲低。以防御力来说，十毫米的漆皮甲可以完全无视古代常规军用弓任何一种箭矢的贴身直射，四毫米的士兵甲亦可完全抵挡骑兵弓和刀劈剑砍。同级别防御力略高于锁子甲。而彝甲又是皮甲中的巅峰之作，在当今文物收藏界炙手可热价格一直上涨。",3,"culture","Yi"
